id,product_id,farmer_id,buyer_id,created_at,price,quantity
1732,19,1055,5,11/30/2016,401,147.95
1733,19,1719,4,11/30/2016,397,83.25
1734,11,1019,8,12/01/2016,194,117.8
1735,17,1871,7,12/01/2016,175,148.8
1736,18,2696,7,12/01/2016,190,183.42
1737,15,5614,7,12/01/2016,197,81.06
1738,11,4400,1,12/01/2016,140,182.28
1739,19,2616,8,12/01/2016,415,31.58
1740,14,248,6,12/02/2016,162,88.74
1741,16,6240,2,12/02/2016,181,231.84
1742,8,1329,6,12/02/2016,136,130.36
1743,2,1037,8,12/02/2016,93,82.86
1744,2,5048,1,12/03/2016,86,92.04
1745,15,709,6,12/03/2016,195,27.62
1746,9,4271,3,12/03/2016,173,31.46
1747,13,7286,1,12/03/2016,163,28.7
1748,7,1935,4,12/03/2016,122,216.56
1749,20,5308,7,12/04/2016,392,31.37
1750,9,1709,2,12/04/2016,157,57.86
1751,17,6769,6,12/04/2016,178,60.94
1752,6,7217,2,12/04/2016,233,127.88
1753,20,5314,1,12/04/2016,370,141.45
1754,10,1235,8,12/04/2016,174,197.7
1755,6,1298,8,12/04/2016,222,147.65
1756,23,4399,6,12/04/2016,223,220.8
1757,3,7449,8,12/04/2016,159,262.32
1758,17,2184,8,12/05/2016,195,136.05
1759,1,941,7,12/05/2016,133,32.2
1760,6,2848,8,12/06/2016,196,223.84
1761,4,3140,1,12/06/2016,136,173.4
1762,22,3961,7,12/06/2016,204,59.62
1763,2,666,4,12/06/2016,104,127.84
1764,20,3766,1,12/06/2016,315,162.9
1765,17,3735,2,12/07/2016,191,173.04
1766,14,6797,2,12/07/2016,170,236
1767,3,4486,6,12/07/2016,143,29.32
1768,13,5936,1,12/07/2016,177,65.46
1769,9,3127,3,12/08/2016,175,253.84
1770,7,4552,5,12/08/2016,168,186.42
1771,9,1640,4,12/08/2016,165,173.7
1772,2,7647,2,12/08/2016,109,32.2
1773,14,1713,7,12/09/2016,170,32.29
1774,4,7505,6,12/09/2016,178,173.7
1775,5,4619,7,12/09/2016,282,160.25
1776,7,9418,4,12/10/2016,152,184.32
1777,17,1830,6,12/10/2016,194,174
1778,22,1808,8,12/10/2016,204,166.56
1779,3,2233,2,12/10/2016,169,234.24
1780,1,4257,6,12/10/2016,113,135.1
1781,9,3842,6,12/10/2016,173,130.08
1782,6,2953,2,12/11/2016,180,136.45
1783,6,6090,3,12/11/2016,209,84.96
1784,5,7760,7,12/11/2016,226,54.74
1785,12,2602,4,12/11/2016,130,65.46
1786,21,3934,8,12/11/2016,379,156.7
1787,11,4145,3,12/12/2016,150,60.24
1788,14,1979,1,12/13/2016,180,255.44
1789,8,2917,7,12/13/2016,135,216.8
1790,23,1611,6,12/13/2016,211,31.53
1791,22,1515,7,12/13/2016,209,229.68
1792,23,257,1,12/13/2016,189,222.08
1793,10,2608,7,12/14/2016,181,136.05
1794,20,3895,5,12/14/2016,353,154.75
1795,17,4602,5,12/14/2016,210,151.85
1796,6,1721,6,12/14/2016,183,60.08
1797,21,4150,1,12/14/2016,372,122.92
1798,3,6356,6,12/14/2016,113,169.32
1799,10,4397,1,12/14/2016,124,31.72
1800,14,4977,2,12/15/2016,167,85.62
1801,20,7413,5,12/15/2016,317,30.17
1802,2,5935,7,12/15/2016,89,83.34
1803,2,5234,2,12/15/2016,116,89.4
1804,4,4018,6,12/15/2016,118,238.16
1805,11,4619,7,12/15/2016,142,81.63
1806,9,7841,8,12/15/2016,184,188.82
1807,14,714,5,12/15/2016,171,114.4
1808,13,4220,6,12/16/2016,158,54.18
1809,1,2760,5,12/16/2016,116,56.74
1810,8,2630,2,12/17/2016,128,125.16
1811,10,1474,7,12/17/2016,128,83.49
1812,8,6734,6,12/17/2016,139,30.52
1813,19,3280,6,12/17/2016,417,98.1
1814,10,2175,4,12/17/2016,181,54.88
1815,1,3600,3,12/18/2016,132,225.04
1816,14,5780,3,12/18/2016,163,81.06
1817,2,8080,4,12/18/2016,109,28.48
1818,19,1072,3,12/19/2016,392,61.52
1819,3,266,6,12/20/2016,161,257.92
1820,13,4101,7,12/20/2016,164,139.35
1821,9,6911,6,12/20/2016,185,27.16
1822,8,6143,3,12/20/2016,146,118.04
1823,8,2599,7,12/20/2016,120,96.84
1824,9,2054,1,12/20/2016,161,27.46
1825,13,3675,4,12/20/2016,180,84
1826,17,895,2,12/20/2016,180,123.84
1827,4,4361,8,12/20/2016,132,55.9
1828,10,1390,2,12/20/2016,185,64.26
1829,11,13,5,12/20/2016,181,194.04
1830,6,3723,5,12/21/2016,195,126.88
1831,17,3778,1,12/21/2016,188,96.12
1832,4,5998,4,12/21/2016,102,85.02
1833,15,2998,1,12/21/2016,186,94.74
1834,11,2216,3,12/21/2016,152,192.78
1835,5,3836,3,12/21/2016,244,169.68
1836,20,6341,5,12/21/2016,355,54.28
1837,11,2143,4,12/21/2016,178,27.54
1838,13,6825,8,12/21/2016,173,249.12
1839,22,6427,2,12/22/2016,231,160
1840,15,2704,3,12/22/2016,200,177.12
1841,21,2163,6,12/22/2016,365,65.28
1842,14,3900,4,12/23/2016,167,57.48
1843,14,1418,4,12/23/2016,172,31.79
1844,13,2644,1,12/23/2016,164,124.64
1845,1,1497,8,12/23/2016,172,95.58
1846,15,555,6,12/23/2016,180,182.34
1847,15,8900,2,12/23/2016,186,115.76
1848,4,2031,4,12/23/2016,175,164.52
1849,7,4015,2,12/24/2016,171,179.82
1850,7,578,1,12/24/2016,138,60.48
1851,3,2278,4,12/24/2016,102,96.78
1852,4,703,7,12/24/2016,122,56.74
1853,2,607,4,12/24/2016,84,175.14
1854,2,2376,6,12/24/2016,106,243.68
1855,12,3922,7,12/24/2016,130,246.88
1856,23,1417,1,12/24/2016,239,122
1857,20,3900,1,12/24/2016,359,84.6
1858,1,1023,2,12/25/2016,113,65.18
1859,14,4724,6,12/25/2016,180,61.62
1860,7,1325,2,12/25/2016,136,248.64
1861,16,4414,2,12/25/2016,168,88.65
1862,1,3000,3,12/25/2016,122,62.44
1863,10,731,2,12/25/2016,198,254
1864,17,5577,3,12/25/2016,189,86.76
1865,10,77,8,12/25/2016,181,83.43
1866,21,1606,4,12/25/2016,363,246.32
1867,7,2678,7,12/25/2016,173,114.92
1868,13,3929,8,12/26/2016,151,160.4
1869,22,5756,1,12/26/2016,249,32.3
1870,13,6695,5,12/26/2016,178,148.35
1871,3,5376,1,12/26/2016,120,174.54
1872,8,5902,7,12/26/2016,132,166.14
1873,18,8732,6,12/26/2016,231,143.65
1874,12,2698,4,12/27/2016,130,188.88
1875,12,602,4,12/27/2016,123,244.08
1876,23,5911,1,12/27/2016,213,159.6
1877,10,4277,2,12/27/2016,116,187.5
1878,13,933,7,12/27/2016,178,255.04
1879,4,5921,2,12/28/2016,120,87.36
1880,15,2799,6,12/28/2016,196,152.65
1881,4,2724,2,12/28/2016,182,151.05
1882,8,4634,7,12/28/2016,148,31.27
1883,8,7991,8,12/28/2016,141,91.62
1884,3,198,5,12/28/2016,171,140.6
1885,4,6990,7,12/28/2016,164,29.28
1886,16,199,4,12/28/2016,179,126.52
1887,19,7612,5,12/28/2016,390,59.4
1888,8,4517,8,12/28/2016,131,93.81
1889,17,746,1,12/28/2016,181,124.04
1890,15,2245,7,12/28/2016,162,174.36
1891,14,1640,3,12/29/2016,174,141.45
1892,14,5417,4,12/29/2016,181,151.15
1893,3,6756,8,12/30/2016,164,127.92
1894,15,2072,2,12/30/2016,189,31.09
1895,14,652,5,12/30/2016,162,91.02
1896,15,2769,7,12/31/2016,182,170.34
1897,4,828,1,12/31/2016,161,168
1898,7,6862,3,12/31/2016,166,163.65
1899,5,6846,7,12/31/2016,262,54.1
1900,2,1348,7,12/31/2016,111,65.7
1901,21,475,6,12/31/2016,380,130.36
1902,6,942,5,12/31/2016,200,28.24
1903,13,1821,8,12/31/2016,161,145.1
1904,1,1408,6,01/01/2017,160,245.36
1905,1,4120,7,01/01/2017,137,232.64
1906,1,1671,3,01/02/2017,213,250.64
1907,16,16,6,01/02/2017,157,108.4
1908,5,3534,3,01/02/2017,240,216.32
1909,9,2362,1,01/02/2017,180,264
1910,21,145,5,01/02/2017,373,184.5
1911,13,4626,6,01/03/2017,172,263.12
1912,6,543,4,01/03/2017,228,122.2
1913,10,520,6,01/04/2017,116,30.84
1914,10,1934,4,01/04/2017,147,188.28
1915,21,1146,7,01/04/2017,378,108.84
1916,14,8349,1,01/04/2017,169,232.08
1917,16,4450,5,01/05/2017,160,248.32
1918,20,314,1,01/05/2017,356,137.9
1919,18,8755,6,01/05/2017,202,218.32
1920,6,2206,6,01/05/2017,188,156.5
1921,16,1651,7,01/05/2017,203,126.76
1922,9,6408,3,01/05/2017,183,54.3
1923,2,1806,3,01/05/2017,102,29.53
1924,15,2436,4,01/05/2017,196,59.14
1925,20,3480,2,01/05/2017,334,29.57
1926,6,8328,5,01/06/2017,230,96.45
1927,20,6528,5,01/06/2017,389,184.38
1928,16,1032,8,01/06/2017,157,171.24
1929,2,6079,2,01/07/2017,95,55.68
1930,11,2312,6,01/07/2017,192,264
1931,22,3208,3,01/07/2017,215,224.64
1932,20,1550,5,01/08/2017,351,84.42
1933,3,1324,6,01/08/2017,156,32.63
1934,12,1846,6,01/08/2017,126,163.4
1935,19,2928,7,01/08/2017,411,31.6
1936,16,2767,1,01/08/2017,199,96.99
1937,5,3449,3,01/08/2017,299,226.24
1938,2,8559,3,01/09/2017,89,84.12
1939,2,5886,8,01/09/2017,119,65.52
1940,12,1146,7,01/09/2017,130,227.04
1941,3,8216,7,01/09/2017,116,94.92
1942,9,6262,1,01/10/2017,179,145.7
1943,12,429,1,01/10/2017,130,28.14
1944,21,932,2,01/10/2017,364,87.69
1945,23,1790,7,01/11/2017,182,32.15
1946,23,2893,2,01/11/2017,206,98.73
1947,17,4353,4,01/12/2017,215,121.28
1948,12,6994,6,01/12/2017,121,81.36
1949,5,6494,5,01/12/2017,306,151.95
1950,5,5858,3,01/12/2017,196,92.7
1951,13,3218,7,01/12/2017,156,173.76
1952,15,152,5,01/12/2017,176,56.16
1953,10,6601,1,01/12/2017,154,251.04
1954,9,6072,7,01/13/2017,153,239.36
1955,19,1523,1,01/13/2017,408,254
1956,22,1980,2,01/13/2017,246,30.45
1957,6,2809,2,01/13/2017,230,31.26
1958,7,6178,1,01/13/2017,163,59.42
1959,17,5523,1,01/14/2017,212,249.76
1960,12,6128,7,01/14/2017,127,148.9
1961,13,2377,7,01/15/2017,163,191.46
1962,20,5106,3,01/15/2017,334,98.37
1963,1,7496,6,01/15/2017,202,153.55
1964,17,6795,5,01/15/2017,192,121.68
1965,4,6855,5,01/15/2017,112,97.56
1966,12,6392,8,01/15/2017,122,128.36
1967,12,5317,2,01/15/2017,121,144.6
1968,12,3104,5,01/16/2017,125,216.08
1969,15,5872,1,01/16/2017,197,140.4
1970,14,997,1,01/16/2017,168,216.16
1971,20,4236,2,01/16/2017,323,226.64
1972,20,177,7,01/17/2017,329,233.92
1973,11,4222,8,01/17/2017,123,61.5
1974,5,3283,1,01/17/2017,192,86.13
1975,15,6845,6,01/17/2017,173,30.38
1976,19,4136,5,01/17/2017,414,96.66
1977,10,2518,2,01/18/2017,162,144.2
1978,12,7323,1,01/18/2017,122,230.16
1979,2,3932,1,01/18/2017,88,63.66
1980,15,2044,3,01/18/2017,172,27.11
1981,2,5007,3,01/19/2017,116,63.22
1982,23,6801,3,01/19/2017,187,246
1983,5,6468,7,01/19/2017,249,59
1984,19,1815,2,01/19/2017,385,163.14
1985,18,1172,1,01/20/2017,222,57.6
1986,19,1763,7,01/20/2017,403,156
1987,14,1515,7,01/20/2017,183,176.76
1988,10,4791,4,01/20/2017,157,115.68
1989,6,5088,7,01/20/2017,235,115.2
1990,1,3372,4,01/20/2017,185,162.36
1991,4,3153,3,01/20/2017,173,242.88
1992,3,854,3,01/21/2017,124,59.4
1993,22,3835,2,01/21/2017,200,82.53
1994,23,2171,6,01/21/2017,240,108.28
1995,11,6684,8,01/21/2017,122,219.84
1996,13,4092,5,01/21/2017,157,255.44
1997,19,3943,6,01/22/2017,414,61.04
1998,19,280,3,01/22/2017,410,96.45
1999,4,2946,5,01/22/2017,176,32.03
2000,12,6101,8,01/22/2017,128,180.66
2001,10,5707,7,01/22/2017,113,87.45
2002,13,6109,2,01/22/2017,175,230.56
2003,2,8210,8,01/22/2017,97,226.16
2004,12,2089,7,01/22/2017,125,113.28
2005,19,1305,3,01/22/2017,398,193.68
2006,9,3884,4,01/22/2017,166,65.54
2007,21,1824,8,01/22/2017,369,196.32
2008,10,1300,2,01/23/2017,176,228.64
2009,12,4655,3,01/23/2017,129,159.25
2010,22,1773,4,01/23/2017,221,85.77
2011,19,3261,7,01/23/2017,387,31.33
2012,21,1066,1,01/23/2017,365,56.04
2013,1,747,8,01/23/2017,214,85.47
2014,19,5503,5,01/23/2017,418,169.44
2015,22,5714,5,01/23/2017,204,28.54
2016,17,3475,2,01/23/2017,176,141.9
2017,22,3098,3,01/23/2017,205,220.8
2018,9,5289,6,01/24/2017,168,226.88
2019,1,3139,4,01/24/2017,152,57.02
2020,20,3325,4,01/24/2017,357,216.64
2021,6,1303,2,01/24/2017,185,30.31
2022,3,4736,7,01/24/2017,157,149.95
2023,12,4077,7,01/24/2017,130,151.9
2024,6,3248,8,01/25/2017,224,222
2025,3,5421,8,01/25/2017,138,137.2
2026,3,809,2,01/25/2017,171,62.54
2027,13,6299,6,01/25/2017,172,59.02
2028,10,6145,7,01/25/2017,119,28.85
2029,14,575,6,01/25/2017,172,31.13
2030,12,4508,7,01/25/2017,130,81.78
2031,4,2243,6,01/26/2017,120,182.94
2032,4,4878,1,01/26/2017,170,115.28
2033,3,747,6,01/26/2017,117,30.14
2034,6,2060,3,01/26/2017,203,136.65
2035,9,1299,5,01/26/2017,185,27.17
2036,22,1014,3,01/26/2017,250,127.72
2037,14,603,1,01/27/2017,170,31.8
2038,11,4456,8,01/27/2017,186,83.34
2039,20,5207,2,01/27/2017,378,219.12
2040,7,3059,8,01/27/2017,134,221.52
2041,20,638,6,01/27/2017,405,224.32
2042,19,3643,6,01/27/2017,411,150.1
2043,14,7753,3,01/28/2017,182,89.97
2044,7,2479,4,01/29/2017,146,94.56
2045,18,9777,4,01/29/2017,196,32.51
2046,2,2944,5,01/29/2017,94,156.75
2047,23,1374,8,01/29/2017,227,63.5
2048,14,553,1,01/29/2017,167,188.46
2049,8,2522,8,01/29/2017,124,92.55
2050,4,4504,6,01/29/2017,179,131.04
2051,6,5595,6,01/30/2017,181,256.56
2052,21,461,2,01/30/2017,361,29.9
2053,16,239,3,01/30/2017,163,148.8
2054,19,6118,2,01/30/2017,405,27.87
2055,5,1622,6,01/30/2017,267,81.51
2056,7,429,4,01/30/2017,139,247.28
2057,19,2315,4,01/30/2017,406,29.16
2058,14,103,8,01/30/2017,181,173.28
2059,6,4380,5,01/30/2017,220,83.49
2060,9,1602,7,01/31/2017,175,92.01
2061,1,909,4,01/31/2017,156,194.82
2062,8,663,6,02/01/2017,137,31.01
2063,12,2838,1,02/02/2017,130,63.04
2064,17,6713,6,02/02/2017,211,55.86
2065,16,858,6,02/02/2017,215,32.31
2066,18,1969,2,02/02/2017,236,82.2
2067,9,4954,7,02/02/2017,164,165.36
2068,2,6827,4,02/02/2017,121,171.84
2069,23,3862,2,02/03/2017,187,93.78
2070,1,2211,2,02/03/2017,146,62.62
2071,21,6134,5,02/03/2017,370,229.44
2072,5,2188,1,02/03/2017,221,61.54
2073,15,192,5,02/03/2017,197,31.47
2074,21,911,2,02/04/2017,360,195.9
2075,20,5949,6,02/04/2017,400,248.56
2076,11,1137,2,02/04/2017,198,117.32
2077,23,1007,6,02/04/2017,216,58.64
2078,9,1926,4,02/04/2017,152,63.06
2079,20,1021,1,02/04/2017,389,108.4
2080,21,5828,2,02/04/2017,372,231.28
2081,6,1793,2,02/04/2017,212,151.05
2082,3,1718,2,02/04/2017,170,86.61
2083,12,159,5,02/04/2017,126,115.84
2084,4,7629,1,02/05/2017,110,232.32
2085,9,7397,7,02/05/2017,157,27.49
2086,17,190,6,02/05/2017,213,232.88
2087,9,837,4,02/05/2017,180,131.24
2088,16,2080,3,02/05/2017,211,173.76
2089,12,5378,2,02/05/2017,124,59.32
2090,3,4653,5,02/05/2017,107,173.46
2091,6,1228,1,02/05/2017,186,64.36
2092,16,677,1,02/06/2017,176,84.66
2093,22,5475,3,02/06/2017,246,93.78
2094,10,3133,7,02/06/2017,134,148.2
2095,23,4008,7,02/07/2017,187,94.2
2096,9,160,7,02/07/2017,159,29.98
2097,23,1608,4,02/07/2017,212,98.67
2098,5,8170,1,02/08/2017,199,94.56
2099,2,3532,7,02/08/2017,115,254.4
2100,16,5684,6,02/08/2017,150,235.44
2101,23,3510,8,02/08/2017,216,62.82
2102,3,4486,4,02/08/2017,128,91.59
2103,7,1475,4,02/08/2017,148,262.88
2104,5,2626,7,02/08/2017,255,129.88
2105,4,306,8,02/09/2017,177,86.7
2106,8,138,8,02/09/2017,137,253.04
2107,11,2952,6,02/09/2017,170,146.95
2108,7,1423,3,02/09/2017,132,231.36
2109,15,1155,5,02/10/2017,171,148.5
2110,1,403,3,02/10/2017,174,116.68
2111,9,1448,4,02/10/2017,158,112.68
2112,9,6051,3,02/10/2017,186,187.38
2113,23,697,8,02/10/2017,194,173.52
2114,8,559,3,02/10/2017,133,64.08
2115,7,148,3,02/10/2017,135,98.61
2116,1,2802,1,02/10/2017,119,94.53
2117,2,427,5,02/10/2017,86,65.06
2118,9,989,2,02/10/2017,162,220.32
2119,19,5443,8,02/10/2017,405,252.96
2120,2,2759,1,02/10/2017,100,235.2
2121,17,5428,7,02/11/2017,200,31.32
2122,14,1932,4,02/11/2017,165,32.25
2123,2,272,7,02/11/2017,93,148.65
2124,13,6513,8,02/11/2017,153,115.08
2125,3,77,4,02/12/2017,112,149
2126,15,1504,7,02/12/2017,173,152.25
2127,2,3432,2,02/12/2017,113,91.65
2128,7,1706,6,02/12/2017,126,60.56
2129,8,623,8,02/12/2017,138,97.53
2130,22,2,8,02/12/2017,211,29.71
2131,5,2111,2,02/12/2017,236,116.52
2132,18,4406,5,02/13/2017,226,175.26
2133,4,1213,3,02/13/2017,161,98.37
2134,9,5179,7,02/13/2017,165,58.8
2135,6,2947,4,02/13/2017,228,28.85
2136,16,1880,4,02/13/2017,152,124.16
2137,20,4255,2,02/14/2017,390,220.48
2138,20,2656,8,02/14/2017,383,193.2
2139,18,3085,5,02/14/2017,213,137.5
2140,23,1134,2,02/14/2017,181,85.35
2141,10,2574,3,02/15/2017,185,136.3
2142,14,7904,8,02/15/2017,185,87.03
2143,15,1930,7,02/15/2017,170,28.11
2144,21,5198,3,02/15/2017,376,31.78
2145,9,5056,2,02/16/2017,180,117.32
2146,21,7520,5,02/16/2017,370,189
2147,13,2854,5,02/16/2017,171,30.05
2148,2,7811,5,02/16/2017,125,160.85
2149,5,2174,1,02/16/2017,196,64
2150,11,3476,2,02/16/2017,147,193.86
2151,3,4293,2,02/17/2017,108,153.55
2152,16,2839,7,02/17/2017,194,163.85
2153,1,6696,7,02/17/2017,191,171.66
2154,21,2916,3,02/17/2017,364,140.35
2155,6,1380,8,02/17/2017,184,231.2
2156,17,171,6,02/17/2017,205,91.56
2157,21,1235,6,02/18/2017,361,139.65
2158,7,222,6,02/18/2017,139,84.9
2159,16,7357,6,02/18/2017,192,252.08
2160,11,1693,8,02/18/2017,191,59.56
2161,17,984,3,02/18/2017,211,84.27
2162,12,1181,8,02/18/2017,128,160
2163,7,423,3,02/18/2017,148,254.64
2164,6,3064,8,02/18/2017,208,89.52
2165,5,120,7,02/18/2017,256,168.6
2166,11,4942,8,02/18/2017,134,191.4
2167,6,1161,4,02/18/2017,192,30
2168,2,4164,1,02/19/2017,102,231.92
2169,18,339,5,02/19/2017,238,59.22
2170,6,4827,8,02/19/2017,231,65.04
2171,8,1828,4,02/19/2017,123,220.16
2172,16,83,7,02/19/2017,186,61.94
2173,14,5409,4,02/19/2017,177,169.5
2174,10,1167,2,02/19/2017,172,147.95
2175,10,158,5,02/19/2017,191,116.96
2176,5,3905,4,02/20/2017,190,239.04
2177,21,1782,7,02/20/2017,365,151.45
2178,17,3745,4,02/20/2017,191,223.6
2179,4,492,3,02/21/2017,108,83.91
2180,16,4845,7,02/21/2017,176,60.86
2181,10,7279,2,02/21/2017,149,257.28
2182,4,3080,6,02/21/2017,127,65.18
2183,5,5209,2,02/21/2017,202,165.6
2184,23,600,5,02/21/2017,222,189.18
2185,21,965,2,02/21/2017,363,60.46
2186,21,6356,4,02/21/2017,366,258.32
2187,10,3518,8,02/22/2017,196,257.76
2188,2,1213,6,02/22/2017,109,84
2189,7,5173,4,02/22/2017,129,189.06
2190,23,7949,1,02/22/2017,200,27.69
2191,6,2020,8,02/22/2017,188,86.31
2192,8,3356,4,02/22/2017,145,57.48
2193,2,4559,1,02/23/2017,108,32.68
2194,6,8561,4,02/23/2017,189,95.19
2195,2,872,2,02/23/2017,95,164.85
2196,20,2647,8,02/23/2017,314,30.44
2197,19,6191,7,02/24/2017,399,246.48
2198,23,369,7,02/24/2017,232,256.16
2199,2,423,7,02/24/2017,102,252.88
2200,14,2469,1,02/24/2017,184,90.72
2201,23,3208,6,02/24/2017,220,155.7
2202,2,4671,3,02/24/2017,110,31.3
2203,19,1113,6,02/24/2017,385,55.28
2204,13,1634,5,02/25/2017,178,177.36
2205,14,1883,7,02/25/2017,166,163.8
2206,3,1576,5,02/25/2017,131,58.5
2207,7,2020,5,02/25/2017,174,197.82
2208,11,5470,3,02/25/2017,169,32.98
2209,10,6883,7,02/26/2017,131,92.19
2210,15,5007,6,02/26/2017,184,32.46
2211,23,4489,7,02/26/2017,180,28.19
2212,3,8500,7,02/26/2017,147,184.14
2213,15,3549,2,02/26/2017,169,56.56
2214,4,1351,3,02/26/2017,171,94.08
2215,16,6579,4,02/27/2017,189,183.18
2216,8,8068,3,02/27/2017,129,108.08
2217,6,7054,7,02/27/2017,211,28.18
2218,9,3879,1,02/27/2017,155,91.62
2219,1,8718,2,02/27/2017,142,31.9
2220,9,4547,6,02/27/2017,163,152.35
2221,14,111,4,02/28/2017,178,29.41
2222,2,4715,8,02/28/2017,109,192.96
2223,20,6254,7,02/28/2017,352,88.47
2224,19,6068,3,02/28/2017,387,162.2
2225,19,2761,3,02/28/2017,419,97.8
2226,13,1484,4,02/28/2017,171,54
2227,12,2211,3,02/28/2017,127,93.12
2228,12,3357,6,02/28/2017,129,136.55
2229,20,7477,8,03/01/2017,324,85.59
2230,9,1025,3,03/01/2017,183,231.44
2231,17,1989,7,03/01/2017,213,156.3
2232,20,340,1,03/01/2017,356,149.05
2233,22,1535,8,03/02/2017,241,65.88
2234,21,5021,3,03/02/2017,360,58.7
2235,7,6885,4,03/02/2017,160,93.99
2236,15,1985,1,03/02/2017,168,169.32
2237,21,3796,6,03/02/2017,361,109.36
2238,7,3709,1,03/02/2017,158,114.92
2239,23,1593,2,03/02/2017,230,187.2
2240,21,1843,2,03/02/2017,363,130.76
2241,3,1690,6,03/02/2017,149,196.26
2242,6,6831,3,03/03/2017,212,85.35
2243,17,3051,8,03/03/2017,201,140.5
2244,1,4780,5,03/03/2017,200,95.43
2245,19,1594,8,03/03/2017,381,62.2
2246,22,5337,7,03/04/2017,215,142.35
2247,9,2856,3,03/04/2017,181,58.6
2248,14,2798,8,03/04/2017,164,120.92
2249,23,1128,8,03/04/2017,190,29.69
2250,8,4571,4,03/04/2017,120,64.74
2251,8,1012,7,03/04/2017,132,251.2
2252,20,6626,6,03/04/2017,356,177.3
2253,15,3782,7,03/05/2017,195,240.88
2254,17,8821,2,03/05/2017,209,118.12
2255,6,3349,1,03/05/2017,216,193.5
2256,15,2716,5,03/06/2017,164,119.64
2257,15,7599,4,03/06/2017,174,196.02
2258,18,3226,3,03/06/2017,188,31.32
2259,17,2196,3,03/06/2017,186,168.78
2260,12,9198,6,03/07/2017,125,182.1
2261,2,536,8,03/07/2017,97,59.8
2262,23,2834,4,03/07/2017,233,54.94
2263,22,2209,2,03/07/2017,221,114.48
2264,15,5488,1,03/07/2017,182,59.38
2265,16,2886,5,03/08/2017,152,161.45
2266,4,6373,5,03/08/2017,180,32.39
2267,3,1983,4,03/08/2017,111,178.5
2268,15,3848,1,03/09/2017,171,138.75
2269,11,2307,3,03/09/2017,122,136.15
2270,13,1228,8,03/10/2017,150,112.28
2271,19,6355,6,03/10/2017,382,155.55
2272,20,6910,1,03/10/2017,350,27.57
2273,16,1414,1,03/10/2017,182,130.8
2274,3,5591,1,03/10/2017,168,84.48
2275,19,2253,7,03/10/2017,419,86.4
2276,7,1023,4,03/10/2017,140,97.11
2277,21,1958,7,03/11/2017,361,94.83
2278,2,5465,2,03/11/2017,98,93.78
2279,4,476,8,03/11/2017,130,89.46
2280,3,6855,3,03/11/2017,106,30.42
2281,14,910,3,03/11/2017,169,222.32
2282,7,770,5,03/11/2017,173,175.74
2283,19,5502,4,03/12/2017,391,187.74
2284,20,1255,3,03/12/2017,346,61.74
2285,9,3233,7,03/12/2017,175,58.48
2286,7,1392,3,03/12/2017,159,128.36
2287,11,5855,1,03/12/2017,120,151.2
2288,20,2707,5,03/12/2017,348,29.41
2289,16,345,6,03/12/2017,163,120.56
2290,12,4367,3,03/12/2017,122,32.48
2291,21,5037,7,03/13/2017,380,139.25
2292,13,5148,8,03/13/2017,154,256.88
2293,12,5413,8,03/13/2017,130,60.82
2294,23,4438,1,03/14/2017,222,192.18
2295,6,4148,1,03/14/2017,220,63.36
2296,9,175,1,03/14/2017,172,32.13
2297,4,3162,1,03/14/2017,177,27.8
2298,12,4388,8,03/14/2017,128,96.6
2299,12,82,4,03/14/2017,125,28.41
2300,15,1662,5,03/14/2017,161,172.02
2301,22,2682,6,03/14/2017,223,162.85
2302,13,7002,2,03/14/2017,180,27.37
2303,7,1839,5,03/14/2017,163,230.4
2304,12,1462,2,03/14/2017,129,171.12
2305,21,2540,5,03/15/2017,364,147
2306,10,2373,6,03/15/2017,133,110.04
2307,15,446,4,03/15/2017,173,137.95
2308,22,2697,7,03/15/2017,226,158.15
2309,15,4047,7,03/15/2017,196,60.1
2310,4,2415,3,03/15/2017,150,176.4
2311,8,266,5,03/15/2017,144,150.3
2312,19,3279,8,03/15/2017,391,30.86
2313,13,8539,6,03/15/2017,162,218.72
2314,11,2832,4,03/15/2017,155,85.17
2315,14,415,4,03/16/2017,175,98.07
2316,7,7176,6,03/16/2017,157,142.6
2317,7,89,3,03/16/2017,168,165.84
2318,9,3289,1,03/16/2017,152,231.2
2319,1,2569,2,03/16/2017,156,112.28
2320,10,3778,8,03/17/2017,200,30.29
2321,3,1789,3,03/17/2017,140,239.04
2322,18,4866,8,03/17/2017,206,191.7
2323,9,2692,3,03/17/2017,163,96.27
2324,21,873,5,03/17/2017,368,61.26
2325,18,2892,1,03/17/2017,197,110.04
2326,20,1164,2,03/17/2017,345,117.24
2327,4,1964,3,03/17/2017,165,250.48
2328,15,5631,7,03/17/2017,180,112.84
2329,21,3188,3,03/18/2017,371,153.65
2330,11,2936,2,03/18/2017,167,95.19
2331,4,5820,7,03/18/2017,144,173.7
2332,6,7663,3,03/18/2017,197,91.44
2333,11,981,3,03/18/2017,126,31.69
2334,20,2913,1,03/19/2017,372,197.76
2335,6,4149,6,03/19/2017,233,150.4
2336,13,3340,6,03/19/2017,174,188.22
2337,21,1294,1,03/19/2017,380,222.64
2338,11,399,1,03/19/2017,127,30.21
2339,21,588,8,03/19/2017,375,156.85
2340,1,679,4,03/20/2017,188,56.06
2341,22,4800,1,03/20/2017,220,151.25
2342,20,4550,3,03/20/2017,357,87.54
2343,6,1866,1,03/20/2017,235,166.02
2344,15,4199,4,03/21/2017,194,30.16
