id,zipcode,city,lat,long,insee_code
1975,42600,LéRIGNEUX,45.6,3.966667,42121
1976,42390,VILLARS,45.466667,4.35,42330
1977,42300,MABLY,46.083333,4.066667,42127
1978,42140,CHâTELUS,45.6,4.466667,42055
1979,42140,CHAZELLES SUR LYON,45.633333,4.383333,42059
1980,43270,ALLèGRE,45.2,3.7,43003
1981,43150,ALLEYRAC,44.883333,3.966667,43004
1982,43300,AUVERS,45,3.416667,43015
1983,43210,BAS EN BASSET,45.3,4.1,43020
1984,43350,BELLEVUE LA MONTAGNE,45.216667,3.816667,43026
1985,43160,BERBEZIT,45.283333,3.6,43027
1986,43380,ALLY,45.158333,3.308333,43006
1987,43500,BOISSET,45.316667,3.983333,43034
1988,43360,BOURNONCLE SAINT PIERRE,45.333333,3.316667,43038
1989,43430,CHAUDEYROLLES,44.95,4.25,43066
1990,43440,CHAMPAGNAC LE VIEUX,45.35,3.5,43052
1991,43230,CHASSAGNES,45.216667,3.55,43063
1992,43230,CHAVANIAC LAFAYETTE,45.15,3.583333,43067
1993,43160,BONNEVAL,45.316667,3.75,43035
1994,43700,ARSAC EN VELAY,44.983333,3.95,43010
1995,43450,LEYVAUX,45.316667,3.083333,15105
1996,43000,LEPUY EN VELAY,45,3,43157
1997,43160,CISTRIèRES,45.316667,3.616667,43073
1998,43150,CHADRON,44.966667,3.933333,43047
1999,43230,COLLAT,45.25,3.616667,43075
2000,43150,FREYCENET LA CUCHE,44.883333,4.1,43097
2001,43150,FREYCENET LA TOUR,44.933333,4.066667,43098
2002,43100,AGNAT,45.35,3.466667,43001
2003,43800,BEAULIEU,45.129157,3.940676,43021
2004,43160,CONNANGLES,45.3,3.65,43076
2005,43520,MAZET SAINT VOY,45.05,4.233333,43130
2006,43230,COUTEUGES,45.183333,3.516667,43079
2007,43420,PRADELLES,44.769875,3.882018,43154
2008,43300,CHANTEUGES,45.066667,3.55,43056
2009,43260,CHAMPCLAUSE,45.025,4.175,43053
2010,43290,MONTFAUCON EN VELAY,45.185631,4.313916,43141
2011,43300,CHARRAIX,45.033333,3.566667,43060
2012,43290,MONTREGARD,45.15,4.35,43142
2013,43140,LASéAUVE SUR SEMèNE,45.283333,4.25,43236
2014,43380,ARLET,45.116667,3.433333,43009
2015,43500,SAINT PAL DE CHALENCON,45.356344,3.95695,43212
2016,43320,CHASPUZAC,45.066667,3.733333,43062
2017,43200,ARAULES,45.083333,4.166667,43007
2018,43100,BEAUMONT,45.316667,3.34239,43022
2019,43160,FéLINES,45.266667,3.75,43093
2020,43420,SAINT ARCONS DE BARGES,44.833333,3.933333,43168
2021,43380,AUBAZAT,45.133333,3.45,43011
2022,43600,LESVILLETTES,45.233333,4.183333,43265
2023,43150,GOUDET,44.883333,3.916667,43101
2024,43160,LACHAISE DIEU,45.316667,3.7,43048
2025,43510,CAYRES,44.916667,3.8,43042
2026,43190,CHENEREILLES,45.133333,4.233333,43069
2027,43750,VALS PRèS LE PUY,45.016667,3.866667,43251
2028,43320,FIX SAINT GENEYS,45.133333,3.666667,43095
2029,43270,CéAUX D'ALLèGRE,45.166667,3.733333,43043
2030,43320,LEVERNET,45.033333,3.666667,43260
2031,43390,AUZON,45.383333,3.383333,43016
2032,43490,ARLEMPDES,44.866667,3.916667,43008
2033,44140,AIGREFEUILLE SUR MAINE,47.066667,-1.4,44002
2034,44410,ASSéRAC,47.433333,-2.383333,44006
2035,44460,AVESSAC,47.65,-1.983333,44007
2036,44830,BOUAYE,47.15,-1.7,44018
2037,44830,BRAINS,47.166667,-1.716667,44024
2038,44750,CAMPBON,47.416667,-1.966667,44025
2039,44470,CARQUEFOU,47.3,-1.5,44026
2040,44640,CHEIX EN RETZ,47.183333,-1.816667,44039
2041,44290,CONQUEREUIL,47.616667,-1.75,44044
2042,44220,COUëRON,47.216667,-1.733333,44047
2043,44490,LECROISIC,47.3,-2.516667,44049
2044,44660,FERCé,47.8,-1.416667,44058
2045,44130,BLAIN,47.483333,-1.75,44015
2046,44520,GRAND AUVERNé,47.6,-1.333333,44065
2047,44290,GUéMENé PENFAO,47.633333,-1.833333,44067
2048,44410,HERBIGNAC,47.45,-2.316667,44072
2049,44520,ISSé,47.616667,-1.45,44075
2050,14380,BEAUMESNIL,48.9,-0.983333,14054
2051,14910,BENERVILLE SUR MER,49.35,0.033333,14059
2052,14350,BEAULIEU,48.910112,-0.818185,14061
2053,14350,BURES LES MONTS,48.95,-0.966667,14061
2054,14350,CAMPEAUX,48.95,-0.933333,14061
2055,14350,CARVILLE,48.933333,-0.866667,14061
2056,14350,DAMPIERRE,49.05,-0.866667,14217
2057,14710,AIGNERVILLE,49.316667,-0.916667,14004
2058,14430,ANNEBAULT,49.25,0.066667,14016
2059,14370,ARGENCES,49.133333,-0.166667,14020
2060,14910,BLONVILLE SUR MER,49.316667,0.033333,14079
2061,14340,CRèVECOEUR EN AUGE,49.116667,0.016667,14201
2062,14340,LABOISSIèRE,49.133333,0.15,14082
2063,14430,BEUVRON EN AUGE,49.183333,-0.05,14070
2064,14680,BRETTEVILLE SUR LAIZE,49.05,-0.333333,14100
2065,14330,CARTIGNY L'EPINAY,49.233333,-1,14138
2066,14390,CABOURG,49.283333,0.133333,14117
2067,14000,CAEN,49.183333,-0.35,14118
2068,14630,CAGNY,49.15,-0.25,14119
2069,14610,EPRON,49.216667,-0.366667,14242
2070,14340,LAHOUBLONNIèRE,49.133333,0.1,14337
2071,14260,BANNEVILLE SUR AJON,49.066667,-0.566667,14037
2072,14230,CANCHY,49.333333,-0.983333,14132
2073,14330,CASTILLY,49.283333,-1.033333,14142
2074,14140,AUQUAINVILLE,49.05,0.25,14371
2075,14290,CERNAY,49.016667,0.333333,14147
2076,14270,BIéVILLE QUéTIéVILLE,49.1120269,-0.0323224,14527
2077,14320,CLINCHAMPS SUR ORNE,49.083333,-0.4,14164
2078,14770,CAUVILLE,48.95,-0.566667,14146
2079,14540,BOURGUéBUS,49.116667,-0.3,14092
2080,14100,LEMESNIL EUDES,49.1,0.183333,14419
2081,14340,LEPRé D'AUGE,49.15,0.15,14520
2082,14400,AGY,49.25,-0.766667,14003
2083,14480,AMBLIE,49.3,-0.483333,14008
2084,14690,LEDéTROIT,48.866667,-0.35,14223
2085,14430,BOURGEAUVILLE,49.266667,0.05,14091
2086,14340,NOTRE DAME DE LIVAYE,49.116667,0.05,14473
2087,14800,BONNEVILLE SUR TOUQUES,49.333333,0.116667,14086
2088,14600,BARNEVILLE LA BERTRAN,49.3882059,0.1878469,14041
2089,14220,BARBERY,49.016667,-0.35,14039
2090,14130,BLANGY LE CHâTEAU,49.233333,0.283333,14077
2091,14320,FEUGUEROLLES BULLY,49.1163751,-0.405797,14266
2092,14190,BRETTEVILLE LE RABET,49.016667,-0.266667,14097
2093,14100,LESMONCEAUX,49.116667,0.116667,14435
2094,14250,AUDRIEU,49.2,-0.6,14026
2095,14710,ASNIèRES EN BESSIN,49.366667,-0.933333,14023
2096,14700,AUBIGNY,48.916667,-0.216667,14025
2097,14630,EMIéVILLE,49.15,-0.216667,14237
2098,14700,BONNOEIL,48.916667,-0.366667,14087
2099,14730,GIBERVILLE,49.183333,-0.283333,14301
2100,14210,CHEUX,49.166667,-0.516667,14157
2101,14430,BRANVILLE,49.266667,0.033333,14093
2102,14450,CRICQUEVILLE EN BESSIN,49.383333,-1,14204
2103,14470,COURSEULLES SUR MER,49.333333,-0.45,14191
2104,14220,BOULON,49.05,-0.4,14090
2105,14400,ARGANCHY,49.233333,-0.75,14019
2106,14850,ESCOVILLE,49.216667,-0.25,14246
2107,14430,CRESSEVEUILLE,49.233333,0.033333,14198
2108,14250,BROUAY,49.216667,-0.566667,14109
2109,14340,SAINT LAURENT DU MONT,49.133333,0.033333,14604
2110,14510,GONNEVILLE SUR MER,49.283333,-0.033333,14305
2111,14230,CARDONVILLE,49.35,-1.066667,14136
2112,14380,CHAMP DU BOULT,48.8,-1,14151
2113,14830,LANGRUNE SUR MER,49.316667,-0.366667,14354
2114,14140,BELLOU,48.983333,0.233333,14371
2115,14330,LEBREUIL EN BESSIN,49.25,-0.866667,14103
2116,14240,ANCTOVILLE,49.1,-0.7,14011
2117,14700,CORDEY,48.85,-0.233333,14180
2118,14230,DEUX JUMEAUX,49.35,-0.966667,14224
2119,14710,BERNESQ,49.266667,-0.933333,14063
2120,14190,CAUVICOURT,49.05,-0.25,14145
2121,14400,BARBEVILLE,49.283333,-0.75,14040
2122,14700,ERAINES,48.9,-0.166667,14244
2123,14920,MATHIEU,49.25,-0.366667,14407
2124,14370,CANTELOUP,49.133333,-0.133333,14134
2125,14220,FRESNEY LE VIEUX,49,-0.383333,14291
2126,14380,COURSON,48.85,-1.083333,14192
2127,14270,CONDé SUR IFS,49.05,-0.116667,14173
2128,14140,CASTILLON EN AUGE,49.033333,0.083333,14141
2129,14130,BONNEVILLE LA LOUVET,49.266667,0.333333,14085
2130,14270,ERNES,49.016667,-0.133333,14245
2131,14170,BERNIèRES D'AILLY,48.966667,-0.083333,14064
2132,14100,LISIEUX,49.15,0.233333,14366
2133,14310,AMAYé SUR SEULLES,49.083333,-0.716667,14007
2134,14620,BEAUMAIS,48.9,-0.083333,14053
2135,14210,GRAINVILLE SUR ODON,49.133333,-0.533333,14311
2136,14190,ESTRéES LA CAMPAGNE,49.016667,-0.233333,14252
2137,14770,DANVOU LA FERRIèRE,48.954263,-0.672038,14219
2138,14700,FALAISE,48.9,-0.2,14258
2139,14690,LEMESNIL VILLEMENT,48.85,-0.366667,14427
2140,14690,LESISLES BARDEL,48.85,-0.333333,14343
2141,14380,FONTENERMONT,48.816667,-1.1,14279
2142,14420,BONS TASSILLY,48.9553469,-0.2201229,14088
2143,14430,CRICQUEVILLE EN AUGE,49.233333,-0.066667,14203
2144,14690,PIERREFITTE EN CINGLAIS,48.9,-0.383333,14501
2145,14540,CONTEVILLE,49.083333,-0.233333,14176
2146,14980,ROTS,49.216667,-0.466667,14543
2147,14800,CANAPVILLE,49.317343,0.135576,14131
2148,21310,ARCEAU,47.383333,5.183333,21016
2149,21320,ARCONCEY,47.216667,4.45,21020
2150,21690,BLESSEY,47.483333,4.683333,21084
2151,21330,BALOT,47.816667,4.433333,21044
2152,21430,BARD LE RéGULIER,47.133333,4.316667,21046
2153,21110,AISEREY,47.166667,5.166667,21005
2154,21390,BIERRE LèS SEMUR,47.416667,4.3,21073
2155,21570,AUTRICOURT,47.99658,4.61977,21034
2156,21540,AUBIGNY LèS SOMBERNON,47.3,4.65,21033
2157,21430,BLANOT,47.172054,4.2348359,21083
2158,21120,AVELANGES,47.583333,5.033333,21039
2159,21290,BENEUVRE,47.7,4.95,21063
2160,21400,AISEY SUR SEINE,47.75,4.583333,21006
2161,21500,ARRANS,47.7,4.316667,21025
2162,21210,CHAMPEAU EN MORVAN,47.276685,4.142285,21139
2163,21140,CHARIGNY,47.433333,4.433333,21145
2164,21400,AMPILLY LE SEC,47.8,4.516667,21012
2165,21190,CHASSAGNE MONTRACHET,46.933333,4.733333,21150
2166,21360,AUXANT,47.116667,4.616667,21036
2167,21290,BURE LES TEMPLIERS,47.733333,4.9,21116
2168,21520,BISSEY LA CôTE,47.916667,4.716667,21077
2169,21450,BAIGNEUX LES JUIFS,47.6,4.633333,21043
2170,21220,BéVY,47.183333,4.85,21070
2171,21490,BELLEFOND,47.383333,5.066667,21059
2172,21910,BARGES,47.216667,5.066667,21048
2173,21460,CORROMBLES,47.516667,4.2,21198
2174,21120,CHAIGNAY,47.466667,5.066667,21127
2175,21800,CHEVIGNY SAINT SAUVEUR,47.3,5.133333,21171
2176,21230,ALLEREY,47.190074,4.442341,21009
2177,21580,AVOT,47.616667,5.016667,21041
2178,21230,ANTIGNY LA VILLE,47.1,4.55,21015
2179,21121,DAIX,47.35,5,21223
2180,21350,BEURIZOT,47.35,4.5,21069
2181,21121,DAROIS,47.383333,4.933333,21227
2182,21170,AUBIGNY EN PLAINE,47.133333,5.166667,21031
2183,21110,BEIRE LE FORT,47.233333,5.25,21057
2184,21170,CHARREY SUR SAôNE,47.083333,5.166667,21148
2185,21220,BROCHON,47.233333,4.966667,21110
2186,21130,BILLEY,47.15,5.433333,21074
2187,21610,BOURBERAIN,47.5,5.3,21094
2188,21170,ECHENON,47.116667,5.283333,21239
2189,21700,ARCENANT,47.133333,4.85,21017
2190,21700,ARGILLY,47.066667,5,21022
2191,21640,FLAGEY ECHéZEAUX,47.166667,4.983333,21267
2192,21580,BARJON,47.616667,4.966667,21049
2193,21570,BELAN SUR OURCE,47.933333,4.65,21058
2194,21150,ALISE SAINTE REINE,47.533333,4.483333,21008
2195,21230,ARNAY LE DUC,47.133333,4.483333,21023
2196,21340,AUBIGNY LA RONCE,46.983333,4.616667,21032
2197,21210,JUILLENAY,47.366667,4.266667,21328
2198,21820,CHIVRES,46.977472,5.095659,21172
2199,21230,CHAMPIGNOLLES,47.05,4.566667,21140
2200,21440,BLIGNY LE SEC,47.433333,4.733333,21085
2201,21140,COURCELLES LèS SEMUR,47.45,4.3,21205
2202,21290,BUXEROLLES,47.8,4.933333,21123
2203,21520,BOUDREVILLE,47.933333,4.816667,21090
2204,21520,COURBAN,47.916667,4.733333,21202
2205,21150,BUSSY LE GRAND,47.583333,4.516667,21122
2206,21290,CHAMBAIN,47.8,4.916667,21129
2207,21450,BILLY LèS CHANCEAUX,47.533333,4.7,21075
2208,21140,FLéE,47.433333,4.333333,21272
2209,21170,ESBARRES,47.083333,5.216667,21249
2210,21310,BEAUMONT SUR VINGEANNE,47.466667,5.366667,21053
2211,21110,BESSEY LèS CîTEAUX,47.15,5.166667,21067
2212,21130,CHAMPDôTRE,47.183333,5.3,21138
2213,21430,BRAZEY EN MORVAN,47.183333,4.3,21102
2214,21270,BINGES,47.333333,5.266667,21076
2215,21330,BISSEY LA PIERRE,47.85,4.433333,21078
2216,21150,CHASSEY,47.483333,4.45,21151
2217,21200,BEAUNE,47.033333,4.833333,21054
2218,21320,BELLENOT SOUS POUILLY,47.283333,4.55,21062
2219,21400,BRéMUR ET VAUROIS,47.733333,4.6,21104
2220,21350,BOUSSEY,47.366667,4.55,21097
2221,21320,BEUREY BAUGUAY,47.233333,4.433333,21068
2222,21700,BAGNOT,47.05,5.083333,21042
2223,21250,AUVILLARS SUR SAôNE,47.05,5.1,21035
2224,21460,CORSAINT,47.533333,4.2,21199
2225,21190,CORCELLES LES ARTS,46.95,4.8,21190
2226,21390,BRAUX,47.416667,4.433333,21101
2227,21610,CHAUME ET COURCHAMP,47.5868389,5.3632522,21158
2228,21610,FONTAINE FRANçAISE,47.516667,5.366667,21277
2229,21250,BONNENCONTRE,47.083333,5.15,21089
2230,21290,CHAUGEY,47.75,4.95,21157
2231,21220,BROINDON,47.2,5.05,21113
2232,21500,ASNIèRES EN MONTAGNE,47.716667,4.283333,21026
2233,21150,CORPOYER LA CHAPELLE,47.533333,4.616667,21197
2234,21390,BRIANNY,47.416667,4.366667,21108
2235,21260,BOUSSENOIS,47.633333,5.216667,21096
2236,21250,BOUSSELANGE,46.983333,5.266667,21095
2237,21360,BESSEY EN CHAUME,47.083333,4.733333,21065
2238,21120,COURTIVRON,47.533333,4.966667,21208
2239,21370,LANTENAY,47.333333,4.866667,21339
2240,21120,CRéCEY SUR TILLE,47.566667,5.133333,21211
2241,21610,FONTENELLE,47.501728,5.3738469,21281
2242,21370,PASQUES,47.366667,4.866667,21478
2243,21800,CRIMOLOIS,47.266667,5.116667,21213
2244,21500,ATHIE,47.566969,4.2533,21029
2245,21350,BRAIN,47.466667,4.5,21100
2246,21530,LAROCHE EN BRENIL,47.366667,4.166667,21525
2247,21530,ROUVRAY,47.42401,4.102647,21531
2248,10160,AIX EN OTHE,48.216667,3.733333,10003
2249,10320,ASSENAY,48.183333,4.066667,10013
2250,10150,AUBETERRE,48.433333,4.116667,10015
2251,10130,AUXON,48.1,3.916667,10018
2252,10600,MERGEY,48.383333,4.016667,10230
2253,10400,AVANT LèS MARCILLY,48.416667,3.566667,10020
2254,10140,AMANCE,48.3,4.516667,10005
2255,10380,BOULAGES,48.583333,3.916667,10052
2256,10140,ARGANçON,48.25,4.6,10008
2257,10110,BERTIGNOLLES,48.133333,4.516667,10041
2258,10500,BéTIGNICOURT,48.45,4.45,10044
2259,10700,ALLIBAUDIèRES,48.583333,4.116667,10004
2260,10150,CHARMONT SOUS BARBUISE,48.416667,4.166667,10084
2261,10510,CHâTRES,48.5,3.85,10089
2262,10240,AULNAY,48.466667,4.4,10017
2263,10330,ARREMBéCOURT,48.55,4.6,10010
2264,44440,JOUé SUR ERDRE,47.5,-1.416667,44077
2265,44650,CORCOUé SUR LOGNE,46.9662416,-1.5768403,44156
2266,44850,LECELLIER,47.316667,-1.35,44028
2267,44170,ABBARETZ,47.55,-1.533333,44001
2268,44370,BELLIGNé,47.466667,-1.033333,44213
2269,44850,LIGNé,47.416667,-1.383333,44082
2270,44000,NANTES,47.216667,-1.55,44109
2271,44130,BOUVRON,47.416667,-1.85,44023
2272,44700,ORVAULT,47.266667,-1.616667,44114
2273,44521,COUFFé,47.4,-1.283333,44048
2274,44420,LATURBALLE,47.35,-2.516667,44211
2275,44770,LAPLAINE SUR MER,47.133333,-2.166667,44126
2276,44630,PLESSé,47.533333,-1.883333,44128
2277,44860,PONT SAINT MARTIN,47.116667,-1.583333,44130
2278,44380,PORNICHET,47.25,-2.35,44132
2279,44750,QUILLY,47.466667,-1.95,44139
2280,44400,REZé,47.2,-1.566667,44143
2281,44390,CASSON,47.383333,-1.55,44027
2282,44160,BESNé,47.4,-2.083333,44013
2283,44310,LALIMOUZINIèRE,46.983333,-1.6,44083
2284,44530,DREFFéAC,47.466667,-2.066667,44053
2285,44190,BOUSSAY,47.05,-1.183333,44022
2286,44640,LEPELLERIN,47.2,-1.75,44120
2287,44450,BARBECHAT,47.283333,-1.283333,44029
2288,44460,FéGRéAC,47.583333,-2.05,44057
2289,44310,SAINT COLOMBAN,47.010128,-1.583388,44155
2290,44540,BONNOEUVRE,47.533333,-1.233333,44017
2291,44840,LESSORINIèRES,47.15,-1.533333,44198
2292,44240,LACHAPELLE SUR ERDRE,47.3,-1.55,44035
2293,44440,PANNECé,47.483333,-1.233333,44118
2294,44390,LESTOUCHES,47.441667,-1.425,44205
2295,44440,RIAILLé,47.516667,-1.283333,44144
2296,44119,GRANDCHAMPS DES FONTAINES,47.364384,-1.605706,44066
2297,44370,LACHAPELLE SAINT SAUVEUR,47.433333,-0.983333,44213
2298,44170,JANS,47.616667,-1.616667,44076
2299,14970,BéNOUVILLE,49.25,-0.283333,14060
2300,14480,BANVILLE,49.316667,-0.5,14038
2301,14290,CERQUEUX,49,0.366667,14371
2302,14290,COURTONNE LES DEUX EGLISES,49.084835,0.370327,14194
2303,14100,SAINT DENIS DE MAILLOC,49.1,0.316667,14571
2304,14950,BEAUMONT EN AUGE,49.283333,0.116667,14055
2305,14140,CHEFFREVILLE TONNENCOURT,49.033333,0.25,14371
2306,14280,AUTHIE,49.2,-0.433333,14030
2307,14210,MONDRAINVILLE,49.133333,-0.516667,14438
2308,14330,LEMOLAY LITTRY,49.25,-0.883333,14370
2309,14330,LISON,49.25,-1.05,14367
2310,14950,GLANVILLE,49.283333,0.066667,14302
2311,14700,FOURNEAUX LE VAL,48.85,-0.266667,14284
2312,14570,CLéCY,48.916667,-0.483333,14162
2313,14400,BAYEUX,49.266667,-0.7,14047
2314,14170,BOISSEY,49.016667,0.05,14081
2315,14170,BRETTEVILLE SUR DIVES,49.033333,-0.016667,14099
2316,14220,GRIMBOSQ,49.05,-0.45,14320
2317,14220,LESMOUTIERS EN CINGLAIS,49.0253441,-0.4370161,14458
2318,14480,BAZENVILLE,49.3,-0.583333,14049
2319,14170,COURCY,48.966667,-0.05,14190
2320,14170,EPANEY,48.95,-0.166667,14240
2321,14170,HIéVILLE,49.016667,-0.016667,14331
2322,14170,JORT,48.966667,-0.083333,14345
2323,14170,L'OUDON,48.9706758,0.0321618,14697
2324,14800,DEAUVILLE,49.355989,0.070327,14220
2325,14220,MOULINES,48.988288,-0.337986,14455
2326,14130,CLARBEC,49.25,0.133333,14161
2327,14210,AMAYé SUR ORNE,49.083333,-0.433333,14006
2328,14710,BRICQUEVILLE,49.283333,-0.966667,14107
2329,14670,SAINT OUEN DU MESNIL OGER,49.166667,-0.116667,14637
2330,14210,AVENAY,49.1,-0.466667,14034
2331,14420,POTIGNY,48.966667,-0.233333,14516
2332,14410,BERNIèRES LE PATRY,48.816667,-0.733333,14726
2333,14410,BURCY,48.866667,-0.8,14726
2334,14410,CHêNEDOLLé,48.85,-0.766667,14726
2335,14800,ENGLESQUEVILLE EN AUGE,49.333333,0.15,14238
2336,14700,FRESNé LA MèRE,48.9,-0.116667,14289
2337,14114,VER SUR MER,49.333333,-0.533333,14739
2338,14290,FAMILLY,48.966667,0.35,14371
2339,14170,LOUVAGNY,48.95,-0.05,14381
2340,14570,LAVILLETTE,48.916667,-0.55,14756
2341,14480,COLOMBIERS SUR SEULLES,49.3,-0.516667,14169
2342,14610,ANISY,49.25,-0.383333,14015
2343,14370,CLéVILLE,49.15,-0.1,14163
2344,14500,CAMPAGNOLLES,48.883333,-0.916667,14127
2345,14500,COULONCES,48.872476,-0.913946,14762
2346,14500,MAISONCELLES LA JOURDAN,48.8,-0.85,14762
2347,14230,GéFOSSE FONTENAY,49.366667,-1.083333,14298
2348,15160,ALLANCHE,45.233333,2.933333,15001
2349,15400,APCHON,45.266667,2.7,15009
2350,15500,AURIAC L'EGLISE,45.266667,3.133333,15013
2351,15250,AYRENS,44.983333,2.333333,15016
2352,15700,ALLY,45.173729,2.317286,15003
2353,15400,CHEYLADE,45.233333,2.733333,15049
2354,15190,CHANTERELLE,45.383333,2.833333,15040
2355,15150,ARNAC,45.05,2.233333,15011
2356,15380,ANGLARDS DE SALERS,45.216667,2.45,15006
2357,15130,ARPAJON SUR CèRE,44.9,2.466667,15012
2358,15310,FREIX ANGLARDS,45.02017,2.387121,15072
2359,15230,BREZONS,44.966667,2.816667,15026
2360,15250,CRANDELLES,44.959941,2.346337,15056
2361,15120,JUNHAC,44.7,2.466667,15082
2362,15130,CARLAT,44.883333,2.566667,15028
2363,15150,CROS DE MONTVERT,45.066667,2.15,15057
2364,15160,LANDEYRAT,45.3,2.883333,15091
2365,15230,CéZENS,44.983333,2.866667,15033
2366,15220,MARCOLèS,44.783333,2.35,15117
2367,15500,BONNAC,45.216667,3.166667,15022
2368,15500,CELOUX,45.15,3.266667,15032
2369,15190,CONDAT,45.341236,2.758209,15054
2370,15100,ALLEUZE,44.95,3.1,15002
2371,15150,GLéNAT,44.9,2.183333,15076
2372,15340,CALVINET,44.716667,2.366667,15027
2373,15380,LEFALGOUX,45.15,2.616667,15066
2374,15260,LAVASTRIE,44.933333,3.05,15099
2375,15800,BADAILHAC,44.916667,2.633333,15017
2376,15600,BOISSET,44.782781,2.254066,15021
2377,15250,JUSSAC,44.983333,2.433333,15083
2378,15100,ANDELAT,45.066667,3.066667,15004
2379,15150,LACAPELLE VIESCAMP,44.916667,2.266667,15088
2380,15600,FOURNOULèS,44.666667,2.283333,15181
2381,15140,BESSE,45.1,2.35,15269
2382,15600,LETRIOULOU,44.666667,2.183333,15242
2383,15400,COLLANDRES,45.25,2.666667,15052
2384,15140,SAINT CIRGUES DE MALBERT,45.066667,2.383333,15179
2385,15140,DRUGEAC,45.166667,2.383333,15063
2386,15500,CHARMENSAC,45.216667,3.083333,15043
2387,15290,CAYROLS,44.833333,2.233333,15030
2388,15120,LABESSERETTE,44.733333,2.483333,15084
2389,15100,ANGLARDS DE SAINT FLOUR,44.983333,3.166667,15005
2390,15250,LAROQUEVIEILLE,45.01568,2.511375,15095
2391,15100,COREN,45.083333,3.1,15055
2392,15310,GIRGOLS,45.033333,2.416667,15075
2393,15270,BEAULIEU,45.456484,2.513669,15020
2394,15110,ANTERRIEUX,44.833333,3.066667,15007
2395,15170,CELLES,45.116667,2.966667,15031
2396,15800,JOU SOUS MONJOU,44.933333,2.666667,15081
2397,15300,ALBEPIERRE BREDONS,45.1,2.883333,15025
2398,21610,LICEY SUR VINGEANNE,47.483333,5.383333,21348
2399,21700,BONCOURT LE BOIS,47.133333,5,21088
2400,21500,BENOISEY,47.583333,4.4,21064
2401,21130,FLAGEY LèS AUXONNE,47.133333,5.4,21268
2402,21170,FRANXAULT,47.05,5.283333,21285
2403,21340,BAUBIGNY,46.966667,4.683333,21050
2404,21910,CORCELLES LèS CîTEAUX,47.166667,5.083333,21191
2405,21500,BUFFON,47.65,4.283333,21114
2406,21260,CHAZEUIL,47.558525,5.270327,21163
2407,21450,CHAUME LèS BAIGNEUX,47.633333,4.583333,21160
2408,21540,BLAISY BAS,47.366667,4.733333,21080
2409,21140,GENAY,47.533333,4.3,21291
2410,21120,DIéNAY,47.516667,5.066667,21230
2411,21210,LACOUR D'ARCENAY,47.366667,4.25,21335
2412,21320,BLANCEY,47.3,4.466667,21082
2413,21360,BESSEY LA COUR,47.1,4.616667,21066
2414,21350,CHARNY,47.336816,4.428043,21147
2415,21460,COURCELLES FRéMOY,47.45,4.166667,21203
2416,21250,BROIN,47.083333,5.1,21112
2417,21120,ECHEVANNES,47.533333,5.166667,21240
2418,21500,CHAMP D'OISEAU,47.55,4.35,21137
2419,21250,CHAMBLANC,47.016667,5.15,21131
2420,21220,CHAMBOEUF,47.233333,4.9,21132
2421,21110,BRETENIèRE,47.241017,5.114004,21106
2422,21440,CHAMPAGNY,47.466667,4.766667,21136
2423,21330,BOUIX,47.883333,4.483333,21093
2424,21350,DAMPIERRE EN MONTAGNE,47.433333,4.566667,21224
2425,21360,BLIGNY SUR OUCHE,47.1,4.666667,21087
2426,21460,EPOISSES,47.5,4.166667,21247
2427,21350,GISSEY LE VIEIL,47.316667,4.483333,21298
2428,21350,MARCELLOIS,47.35,4.616667,21377
2429,21700,CHAUX,47.133333,4.9,21162
2430,21400,BUNCEY,47.816667,4.566667,21115
2431,21350,MARCILLY ET DRACY,47.4,4.5,21381
2432,21400,CHAMESSON,47.783333,4.533333,21134
2433,21190,CORPEAU,46.933333,4.75,21196
2434,22460,ALLINEUC,48.316667,-2.866667,22001
2435,22100,AUCALEUC,48.45,-2.133333,22003
2436,22510,BRéHAND,48.4,-2.583333,22015
2437,22480,CANIHUEL,48.333333,-3.1,22029
2438,22350,CAULNES,48.283333,-2.15,22032
2439,22160,BULAT PESTIVIEN,48.433333,-3.333333,22023
2440,22450,CAMLEZ,48.783333,-3.3,22028
2441,22400,HéNANSAL,48.55,-2.433333,22077
2442,22330,COLLINéE,48.3,-2.516667,22046
2443,22330,LANGOURLA,48.283333,-2.416667,22046
2444,22430,ERQUY,48.633333,-2.466667,22054
2445,22150,GAUSSON,48.3,-2.75,22060
2446,22290,GOMMENEC'H,48.65,-3.05,22063
2447,22200,GRâCES,48.566667,-3.183333,22067
2448,22350,GUENROC,48.316667,-2.083333,22069
2449,22150,HéNON,48.383333,-2.7,22079
2450,22120,HILLION,48.516667,-2.683333,22081
2451,22100,BOBITAL,48.416667,-2.1,22008
2452,22610,KERBORS,48.833333,-3.183333,22085
2453,22110,GLOMEL,48.216667,-3.4,22061
2454,22400,PLANGUENOUAL,48.533333,-2.583333,22173
2455,22130,BOURSEUL,48.483333,-2.266667,22014
2456,22570,GOUAREC,48.216667,-3.183333,22064
2457,22580,LANLOUP,48.716667,-2.966667,22109
2458,22300,PLOUMILLIAU,48.683333,-3.516667,22226
2459,22420,LANVELLEC,48.616667,-3.533333,22119
2460,22290,GOUDELIN,48.6,-3.016667,22065
2461,22570,LANISCAT,48.233333,-3.116667,22107
2462,22230,GOMENé,48.173914,-2.48642,22062
2463,22700,LOUANNEC,48.8,-3.416667,22134
